               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 130,            0.067181,            0.041895,            0.022175,              0.3669,             0.58761,             0.36325,            0.083083,            0.069771,            0.029017,            0.020226,           0.0033635,           0.0033635,            0.064164
                 131,             0.06886,            0.043288,            0.022197,              0.3669,             0.58761,             0.36325,            0.083083,            0.069771,            0.029006,            0.020226,           0.0033811,           0.0033811,            0.063881
                 132,            0.073435,            0.042826,            0.022754,              0.3669,             0.58761,             0.36325,            0.083083,            0.069771,            0.029006,            0.020226,           0.0033985,           0.0033985,            0.063599
                 133,            0.068864,            0.033007,            0.021798,             0.42213,             0.58166,              0.3461,            0.086298,            0.067301,            0.029179,            0.019867,           0.0034158,           0.0034158,            0.063316
                 134,            0.075165,            0.033692,            0.021915,             0.42213,             0.58166,              0.3461,            0.086298,            0.067301,            0.029179,            0.019867,           0.0034328,           0.0034328,            0.063033
                 135,            0.071607,            0.054173,            0.021572,              0.6617,             0.38913,             0.49734,             0.13702,            0.061196,            0.030016,             0.01951,           0.0034497,           0.0034497,             0.06275
                 136,            0.060137,            0.038564,            0.021865,              0.6617,             0.38913,             0.49734,             0.13702,            0.061196,            0.030016,             0.01951,           0.0034664,           0.0034664,            0.062466
                 137,            0.070774,            0.044711,            0.022678,             0.42563,             0.65111,             0.48779,             0.14327,            0.063178,            0.029133,            0.019022,           0.0034829,           0.0034829,            0.062183
                 138,            0.068044,            0.047424,            0.022581,             0.42563,             0.65111,             0.48779,             0.14327,            0.063178,            0.029133,            0.019022,           0.0034993,           0.0034993,            0.061899
                 139,            0.070452,            0.039693,            0.021652,             0.42563,             0.65111,             0.48779,             0.14327,            0.063178,            0.029145,            0.019022,           0.0035155,           0.0035155,            0.061615
                 140,             0.07144,            0.033757,            0.021415,             0.39123,             0.63889,             0.49413,             0.17348,            0.060222,            0.029606,            0.018655,           0.0035315,           0.0035315,            0.061331
                 141,            0.070551,            0.041921,            0.022254,             0.39123,             0.63889,             0.49413,             0.17348,            0.060222,            0.029606,            0.018655,           0.0035473,           0.0035473,            0.061047
                 142,            0.067205,            0.037091,            0.020619,             0.39351,             0.55983,              0.4837,            0.091962,            0.061821,            0.029196,            0.018382,           0.0035629,           0.0035629,            0.060763
                 143,            0.063377,            0.038657,            0.020691,             0.39351,             0.55983,              0.4837,            0.091962,            0.061821,            0.029196,            0.018382,           0.0035784,           0.0035784,            0.060478
                 144,            0.064733,            0.039205,            0.022391,             0.39351,             0.55983,              0.4837,            0.091962,            0.061821,            0.029196,            0.018382,           0.0035937,           0.0035937,            0.060194
                 145,            0.068732,            0.046197,            0.020882,             0.37713,             0.62422,             0.48348,             0.12755,            0.061027,            0.029078,            0.018033,           0.0036088,           0.0036088,            0.059909
                 146,            0.066683,            0.040691,             0.02134,             0.37713,             0.62422,             0.48348,             0.12755,            0.061027,            0.029078,            0.018033,           0.0036237,           0.0036237,            0.059624
                 147,            0.065694,            0.041706,            0.021127,             0.58738,             0.34614,             0.45421,             0.11763,            0.064736,            0.028072,             0.01765,           0.0036384,           0.0036384,            0.059338
                 148,            0.066865,            0.040201,            0.021334,             0.58738,             0.34614,             0.45421,             0.11763,            0.064736,            0.028072,             0.01765,            0.003653,            0.003653,            0.059053
                 149,            0.066321,            0.036458,            0.020362,             0.58738,             0.34614,             0.45421,             0.11763,            0.064736,            0.028072,             0.01765,           0.0036674,           0.0036674,            0.058767
                 150,            0.065507,            0.030467,            0.021121,             0.49679,             0.47052,             0.47562,             0.15969,            0.060263,            0.028876,            0.017125,           0.0036816,           0.0036816,            0.058482
                 151,            0.063495,             0.04474,            0.019593,             0.49679,             0.47052,             0.47562,             0.15969,            0.060263,            0.028876,            0.017125,           0.0036956,           0.0036956,            0.058196
                 152,            0.063936,            0.043632,            0.019638,             0.49679,             0.47052,             0.47562,             0.15969,            0.060263,            0.028876,            0.017125,           0.0037094,           0.0037094,            0.057909
                 153,            0.061865,            0.038481,            0.019413,             0.58485,             0.49208,             0.52023,             0.20461,            0.058801,            0.029067,             0.01671,            0.003723,            0.003723,            0.057623
                 154,            0.065483,            0.040709,            0.019161,             0.58485,             0.49208,             0.52023,             0.20461,            0.058801,            0.029067,             0.01671,           0.0037365,           0.0037365,            0.057336
                 155,            0.062345,            0.043337,            0.019092,             0.30576,             0.55983,             0.27725,            0.076133,            0.068079,            0.027079,            0.016163,           0.0037497,           0.0037497,             0.05705
                 156,            0.072383,             0.03455,            0.019812,             0.30576,             0.55983,             0.27725,            0.076133,            0.068079,            0.027079,            0.016163,           0.0037628,           0.0037628,            0.056763
                 157,             0.07363,            0.038988,            0.020834,             0.30576,             0.55983,             0.27725,            0.076133,            0.068079,            0.027091,            0.016163,           0.0037757,           0.0037757,            0.056476
                 158,            0.070026,            0.037211,            0.018009,             0.47657,              0.5139,             0.48619,             0.13752,            0.059241,            0.028158,            0.015741,           0.0037884,           0.0037884,            0.056188
                 159,            0.060291,             0.04036,            0.018769,             0.47657,              0.5139,             0.48619,             0.13752,            0.059241,            0.028158,            0.015741,           0.0038009,           0.0038009,            0.055901
